Area_sqft,Bedrooms,Bathrooms,Age_years,Parking,Location_Score,Price
3878,1,2,21,1,9.9,17783000
1949,5,4,0,1,8.8,14241500
1601,5,1,17,0,8.1,10793500
2596,4,4,17,1,9.2,15316000
1477,3,3,17,2,7.8,10239500
2917,2,4,25,0,9.6,14999500
2692,6,2,17,3,7.5,15772000
1490,5,1,23,2,7.6,10305000
3532,2,5,0,3,5.6,17702000
2515,2,1,15,1,9.0,13152500
920,4,4,2,0,6.6,8960000
1610,2,5,18,1,5.7,9715000
3146,1,4,9,3,6.8,15581000
2687,6,5,13,0,5.2,15334500
3698,6,5,5,3,9.6,21633000
2003,5,3,21,1,9.8,13480500
3435,5,2,22,2,9.0,18022500
2068,4,5,7,3,5.5,13188000
3465,5,4,9,0,7.6,18417500
2220,3,2,25,3,9.8,13140000
3911,3,5,0,0,8.3,20008500
3970,3,5,3,0,8.9,20305000
3588,2,2,16,3,6.4,16518000
853,2,5,13,3,9.6,9275500
3745,1,5,21,3,6.2,17137500
937,5,4,21,0,5.8,8249500
3481,2,1,25,1,9.3,16153500
955,2,4,12,1,6.0,7542500
1824,6,4,12,1,6.3,12704000
3428,2,4,5,3,7.5,17548000
3607,2,4,11,0,8.8,17794500
1731,1,3,10,1,6.3,9678500
3757,2,2,14,0,10.0,18049500
3413,6,1,25,3,8.9,18155500
2822,3,4,21,0,7.4,14487000
1242,6,3,24,1,9.9,11207000
3855,6,5,22,1,7.0,19892500
816,3,1,11,0,6.3,6626000
1989,3,2,4,0,5.6,11101500
1120,4,5,15,1,9.4,10630000
3736,1,3,16,2,7.3,16996000
3411,3,5,3,1,6.7,17668500
1217,2,2,5,2,9.5,9809500
3151,2,5,5,3,5.9,16238500
2048,2,2,5,3,7.4,12078000
1432,3,2,11,3,8.4,10522000
3368,3,5,6,0,7.5,17488000
3245,6,1,12,0,5.4,16217500
2982,4,1,10,0,6.6,14877000
3633,1,5,22,0,7.5,16615500
1531,2,2,14,1,9.6,10298500
854,6,3,9,1,9.1,10279000
2839,3,2,2,0,5.3,14056500
2019,6,5,5,1,6.1,13956500
1827,4,3,4,2,5.8,11814500
1751,3,5,8,1,9.3,12648500
3884,1,1,5,0,6.3,16664000
2614,4,5,15,0,9.4,15659000
2249,5,1,4,3,9.6,14911500
3625,1,5,5,2,6.0,17237500
3818,5,4,12,0,5.2,18543000
2406,6,3,15,1,6.1,14211000
1840,1,2,13,2,9.6,11130000
1535,1,1,19,1,9.1,9062500
2333,4,4,5,3,5.7,13995500
3757,1,2,3,0,6.8,16819500
2385,5,3,8,2,7.3,14667500
2309,1,3,10,3,6.7,12261500
2599,3,1,3,2,8.6,14586500
2221,6,5,10,2,6.7,14853500
806,5,2,4,1,9.7,9801000
2779,2,3,12,0,5.6,13266500
2189,6,4,21,1,9.3,14731500
3548,5,5,18,0,8.8,19038000
3239,4,4,1,1,9.0,18286500
1239,5,5,10,2,7.1,11076500
804,2,4,14,3,8.4,8274000
2655,3,1,23,0,7.0,12742500
2310,1,4,20,2,9.2,12865000
653,5,2,10,1,6.5,7685500
3399,3,2,4,3,5.8,16716500
1458,2,5,21,3,8.4,10513000
3498,6,1,0,0,9.6,19383000
749,6,4,7,1,6.7,9351500
2673,2,3,23,1,5.2,12385500
1208,4,2,6,1,6.6,9368000
813,2,5,8,2,5.9,7705500
3894,5,5,19,2,9.7,20959000
2258,2,1,24,0,6.9,10763000
1555,2,4,7,3,6.2,10372500
984,1,4,15,0,7.8,7514000
1219,6,1,9,0,5.5,9316500
875,4,2,8,0,6.9,8022500
3579,4,3,8,1,6.4,17786500
1379,1,3,6,1,5.8,8446500
3828,3,2,24,1,6.3,17018000
1293,6,5,20,0,8.5,11425500
1078,6,3,2,2,9.1,11613000
2232,2,4,4,2,7.3,13132000
940,4,2,6,3,9.7,10070000
1785,2,1,20,1,7.4,9707500
3623,4,2,1,1,6.9,18190500
3697,2,5,2,3,9.0,19539500
1447,2,5,25,0,9.1,9954500
1160,5,5,15,2,5.2,9790000
3664,4,4,3,0,7.5,18874000
3644,5,1,11,1,7.9,18364000
2559,2,3,13,1,5.4,12566500
820,3,3,2,1,8.0,8570000
2968,6,4,17,2,9.8,18058000
2966,5,4,5,3,5.7,16711000
1319,4,1,13,3,5.2,8946500
1565,6,2,23,3,9.2,12207500
3946,2,1,23,3,6.1,17001000
3582,3,1,21,1,5.2,15567000
2498,6,5,0,2,7.9,16803000
2277,4,3,9,2,9.8,14739500
2438,4,4,18,0,7.5,13833000
3696,3,5,1,0,6.1,18326000
828,3,3,0,0,8.4,8658000
2763,3,4,9,3,6.7,15200500
2213,4,2,3,2,7.4,13555500
1954,3,2,3,0,5.5,10989000
1110,5,5,10,0,7.5,10385000
3183,6,3,6,2,8.4,18500500
811,2,5,16,0,9.8,8458500
3828,5,4,0,3,5.8,20018000
2401,3,5,0,1,8.1,14843500
1278,3,3,8,1,7.1,9513000
1237,1,5,21,2,6.1,8119500
1282,4,4,13,1,8.5,10637000
2031,3,1,18,2,9.8,12328500
1016,4,2,15,3,7.3,8926000
1781,1,4,15,0,7.6,10223500
3408,1,3,21,0,9.2,15958000
3261,4,1,18,2,5.2,15293500
2711,2,2,14,3,6.6,13628500
2984,1,5,17,0,9.5,15394000
3583,2,4,10,1,8.8,17960500
2226,6,4,25,0,5.7,13021000
1262,5,2,9,3,7.4,10627000
2424,3,3,9,1,8.3,13954000
3899,5,4,13,2,7.0,19896500
756,2,5,11,1,8.0,7996000
1918,5,1,8,3,5.5,11913000
2873,1,1,5,2,6.8,13725500
3815,2,4,22,0,7.4,17412500
3732,5,5,20,3,5.7,18942000
1826,6,5,1,3,6.2,13921000
3322,6,4,9,0,5.5,17577000
2769,4,2,0,1,9.6,16331500
772,1,4,22,1,6.9,6262000
1722,3,1,6,2,5.4,10087000
2869,3,4,6,1,7.0,15441500
3007,5,1,12,3,7.1,16164500
720,4,2,19,0,7.6,7210000
2284,1,2,13,3,6.0,11444000
2663,1,2,15,2,7.7,13150500
2772,5,3,16,1,7.2,15382000
3771,6,1,18,2,6.4,18558500
1709,4,2,18,0,7.3,10601500
1542,6,2,7,1,9.1,12487000
2716,2,1,3,3,8.0,14456000
1224,5,1,5,2,9.5,11034000
633,6,2,17,3,7.1,8405500
2518,4,4,9,2,5.2,14043000
3112,2,2,22,2,7.8,14912000
3855,6,2,19,0,8.1,19382500
3020,4,2,15,1,9.5,16420000
2071,4,1,19,1,9.0,12398500
874,6,1,7,0,6.6,8649000
2401,2,5,25,1,8.8,13373500
931,4,3,7,1,8.0,9208500
882,1,3,21,2,6.8,6557000
1027,3,1,16,0,8.3,7914500
942,4,4,7,0,9.1,9787000
2131,2,3,16,2,9.7,12838500
3385,5,1,22,1,5.3,15867500
2966,6,4,20,1,9.4,17541000
676,4,3,16,0,9.9,8426000
3930,3,4,8,1,7.0,19055000
1449,1,3,21,3,6.1,8461500
3130,5,5,25,1,5.5,16105000
2734,6,2,1,3,9.6,17559000
3148,2,3,23,2,5.3,14288000
1385,2,3,12,3,6.9,9507500
2427,5,4,13,0,8.1,14784500
1179,4,4,14,0,9.2,10306500
1523,5,1,0,2,7.0,11330500
3132,1,2,15,2,5.7,13992000
1643,3,3,1,2,8.7,11980500
3573,5,5,24,0,5.9,17665500
3214,3,1,22,1,7.3,15069000
3116,3,3,20,3,6.0,15306000
3044,3,3,8,1,9.0,16454000
2601,5,1,24,0,6.3,13223500
3900,3,1,19,0,6.2,16980000
3066,5,2,7,0,6.3,16001000
2347,5,1,14,2,9.3,14434500
2504,3,2,18,2,5.9,12724000
3180,6,3,16,0,7.4,17190000
3257,3,5,18,2,7.2,16779500
2578,1,2,23,0,6.2,11453000
1731,6,3,13,2,8.2,12988500
2831,1,2,4,3,6.7,14088500
3926,2,2,10,1,5.0,17041000
2386,1,4,9,0,7.2,12481000
2077,6,1,22,3,7.4,13029500
649,1,3,15,3,9.5,7321500
3530,1,5,14,3,7.5,17255000
3552,3,1,0,1,5.9,16792000
1526,6,2,21,0,6.8,10611000
3240,4,4,15,2,9.3,17910000
1798,4,5,17,1,9.4,12903000
3089,3,5,8,3,6.1,16451500
1616,6,1,4,2,8.1,12396000
662,1,2,13,1,6.1,5407000
2234,1,1,25,1,7.2,10449000
2817,2,5,3,2,6.5,15209500
3851,4,4,6,1,7.0,19378500
1094,2,5,24,0,9.4,8889000
3872,6,3,20,0,6.4,19012000
1399,5,2,11,3,6.6,10686500
2385,4,5,25,2,8.7,14477500
688,4,3,11,2,7.7,8238000
2284,3,3,24,0,9.6,13034000
2261,6,5,3,3,9.9,16823500
1806,4,3,18,3,7.9,12081000
3158,5,5,25,2,6.3,16723000
3864,3,5,18,3,7.0,19024000
2130,4,3,2,2,9.4,14415000
3697,1,3,16,3,8.2,17419500
3146,3,1,25,1,8.8,15281000
2579,6,5,11,2,8.6,16816500
1670,6,2,8,3,9.9,13605000
2114,4,3,16,3,8.1,13339000
1557,3,4,3,0,6.5,10599500
2889,2,2,2,0,7.8,14731500
3093,5,3,0,0,8.3,17545500
2564,4,5,14,3,7.0,15174000
2914,5,3,1,0,9.7,17429000
3164,3,1,15,2,5.3,14644000
1145,6,5,0,0,6.9,11267500
1177,4,3,1,0,9.0,10569500
2896,1,5,10,2,7.5,15036000
2691,4,3,15,1,6.0,14168500
2739,6,2,0,3,9.0,17386500
2685,4,4,2,1,8.7,16177500
2659,5,3,15,1,8.8,15676500
1865,3,1,22,2,9.3,11347500
1828,2,2,17,2,7.9,10708000
3096,2,3,15,1,6.2,14666000
2984,2,5,14,1,9.2,16124000
2591,6,1,16,2,7.7,15048500
2690,2,3,23,0,8.6,13605000
3078,4,4,18,3,9.6,17513000
3836,3,2,22,0,6.4,16986000
1682,4,2,11,3,9.3,12257000
3684,1,4,5,1,8.5,17944000
1495,4,4,7,1,6.4,10842500
3531,4,2,0,2,9.9,19318500
1901,5,2,16,3,7.4,12513500
1286,1,5,1,3,7.4,10011000
2236,4,3,19,1,6.7,12656000
942,5,3,8,2,9.7,10577000
1535,1,4,4,1,8.1,10312500
3992,3,4,25,3,7.0,18822000
3158,4,2,2,2,6.7,16633000
1433,4,2,7,1,7.6,10505500
2051,4,5,12,1,8.2,13558500
2574,3,4,8,2,7.0,14509000
999,4,4,17,3,5.4,8606500
2832,2,4,8,3,8.8,15832000
3656,2,2,15,0,9.0,17246000
1755,6,5,11,1,6.7,12972500
634,6,1,7,0,6.8,7889000
3389,5,3,3,1,5.1,17351500
1170,4,5,12,0,7.6,10035000
872,4,4,23,1,6.6,7942000
2032,5,2,6,2,5.3,12432000
2674,4,5,17,3,8.0,15809000
2773,1,3,22,3,6.5,13205500
1891,1,3,8,3,5.2,10298500
2820,2,5,5,0,8.9,15680000
3655,5,2,22,3,6.4,17952500
1493,4,3,19,3,9.0,11375500
614,5,2,4,2,8.9,9009000
2361,3,5,23,0,6.8,12833500
3632,4,4,2,1,9.9,19972000
2760,1,2,7,0,7.4,13370000
1623,1,3,11,3,8.0,10330500
2358,2,3,13,1,7.4,12663000
2054,5,4,12,1,6.1,12929000
2948,1,1,10,3,6.2,13698000
1365,3,5,6,0,8.9,11037500
3640,4,1,15,1,8.8,18010000
1322,2,2,16,2,8.4,9187000
753,2,5,25,1,7.1,6925500
1487,4,5,14,3,5.2,10684500
2309,1,3,7,3,6.9,12491500
1933,4,2,7,1,6.6,11855500
1433,2,3,20,3,9.1,10155500
2282,3,2,8,0,8.7,13167000
3376,4,1,0,3,7.2,17596000
945,3,1,11,1,5.5,6957500
2321,6,3,24,3,7.4,14383500
1544,4,2,9,0,5.4,9714000
3672,1,1,24,1,8.8,16172000
761,4,4,4,1,7.5,8863500
2763,3,4,23,0,7.4,14180500
1063,2,3,21,3,9.7,9050500
3635,6,5,13,1,6.0,19172500
2132,3,1,20,0,6.3,10782000
2368,3,4,5,3,8.6,14778000
3268,5,5,17,0,5.8,16908000
1557,5,5,19,2,9.4,12659500
621,6,2,12,1,6.3,7893500
3986,2,5,9,3,7.1,19441000
1061,1,4,13,2,8.8,8683500
1308,6,4,8,3,5.6,11218000
2219,3,2,17,0,8.8,12536500
1186,2,3,18,3,5.2,7831000
1501,4,1,24,1,6.8,9273500
3469,3,4,3,2,9.5,18891500
3112,1,3,2,2,9.3,16312000
2930,2,4,7,0,9.1,15745000
3296,4,4,0,0,8.8,18256000
2823,6,5,10,1,7.5,17080500
3258,5,1,12,2,5.7,16283000
2667,3,3,8,0,5.1,13374500
1334,6,3,25,3,7.6,10959000
3359,2,2,23,1,8.8,15926500
1569,2,2,23,2,6.1,8781500
2041,1,3,15,3,6.0,10793500
3520,1,3,25,3,5.6,15310000
3324,4,2,17,3,6.0,16384000
3340,1,3,19,2,5.4,14700000
3285,1,1,10,1,5.7,14277500
2402,2,2,11,3,8.4,13417000
1207,6,3,12,1,9.4,11484500
2964,2,4,12,3,6.4,15134000
1177,6,2,11,2,6.6,10209500
2498,1,5,19,3,7.4,13353000
3484,6,4,0,3,9.6,20834000
2608,6,4,2,1,5.1,15468000
3007,4,3,8,3,5.2,15704500
3016,6,1,7,0,5.7,15786000
1184,5,1,8,3,6.4,9704000
3650,5,1,20,2,5.1,17015000
2435,6,2,14,1,10.0,15622500
1469,6,2,14,1,8.6,11681500
2072,2,3,15,0,8.6,11842000
942,5,4,23,3,6.0,8847000
1797,1,5,24,3,6.6,10329500
1790,5,4,2,0,8.8,13385000
3516,3,5,1,1,5.1,17496000
1276,5,1,19,2,6.9,9476000
3268,3,4,1,2,8.5,17888000
2416,3,4,3,3,5.6,13846000
3719,5,3,22,0,9.2,18996500
999,5,5,17,3,5.0,9246500
2166,1,3,14,2,6.7,11361000
1266,6,2,0,3,8.0,11831000
2376,2,2,12,3,5.8,12236000
2773,1,2,21,1,5.6,12195500
1877,3,1,9,0,5.5,10119500
1686,5,2,3,1,6.3,11571000
1004,2,2,14,0,7.6,7454000
2373,4,3,25,1,9.8,14075500
2028,1,4,15,2,9.9,12408000
3727,1,5,21,1,8.7,17674500
2671,6,1,4,3,8.1,16288500
1016,4,2,1,2,8.9,10066000
3658,3,1,2,0,6.9,17263000
1365,5,1,10,3,7.5,10677500
1246,1,3,16,3,9.4,9321000
3089,2,3,5,2,10.0,16861500
3087,3,1,19,3,7.1,15094500
2097,4,3,23,3,7.9,12849500
3480,6,2,17,1,8.9,18690000
3124,2,1,3,2,7.3,15404000
1059,1,1,5,0,7.2,7136500
2205,4,2,14,2,6.1,12457500
3692,2,1,14,3,7.3,17042000
2439,3,2,16,2,9.0,13836500
2558,5,3,23,1,5.8,13723000
1951,5,3,1,3,5.6,13018500
1342,4,2,18,3,6.9,9757000
2469,1,2,15,3,6.0,11991500
2451,1,4,4,3,9.8,14598500
2864,4,5,5,2,8.4,17034000
1143,2,5,25,0,6.3,7770500
1780,1,2,19,3,5.1,9020000
2880,5,1,16,2,7.7,15560000
858,6,1,9,1,8.5,9453000
2220,4,5,8,0,10.0,14870000
2684,6,1,6,1,5.5,14794000
2093,6,2,23,2,9.4,13935500
2538,6,4,22,2,5.5,14583000
613,6,2,13,2,5.3,7615500
1625,4,3,23,3,5.7,10317500
2896,6,2,9,2,9.9,17646000
1410,2,5,4,1,8.9,10995000
2731,5,3,24,3,9.9,16318500
3680,1,5,4,1,8.2,18160000
1267,1,1,22,0,5.4,6294500
2547,3,5,2,1,5.2,14094500
2151,6,1,16,2,5.0,12428500
3235,1,5,24,3,7.3,15642500
1778,6,2,2,1,5.8,12243000
3076,2,4,13,3,5.0,14916000
3807,3,1,11,1,7.0,17574500
1918,3,4,7,1,6.7,11943000
902,5,2,12,3,9.1,9897000
2215,6,2,13,2,5.6,13342500
3093,2,3,0,0,8.0,15925500
1592,3,1,25,0,8.8,9642000
3547,2,2,2,0,8.4,17274500
3340,2,1,14,1,9.6,16330000
3996,1,3,13,2,5.2,17216000
3381,4,5,20,1,9.2,18213500
2472,3,4,9,2,9.4,15062000
2777,1,5,15,1,8.6,14609500
2004,6,5,25,3,7.3,13784000
982,3,2,0,2,5.3,8057000
2008,2,2,14,2,8.9,11888000
1684,1,3,24,1,7.2,9174000
2225,2,3,9,1,9.4,13197500
3399,2,2,7,1,6.4,15906500
3375,6,1,23,2,8.6,17802500
2115,3,2,8,3,5.9,12062500
2924,2,2,18,3,5.3,13654000
2354,1,2,10,2,7.7,12319000
1370,1,2,0,1,5.7,8375000
2702,6,2,14,1,9.4,16317000
703,1,2,9,1,8.1,6550500
3758,2,5,14,2,6.6,17993000
3749,1,4,1,1,8.3,18291500
3083,3,5,12,2,9.2,17270500
1727,2,2,22,1,7.7,9824500
1449,5,2,3,1,5.3,10341500
707,2,2,14,3,8.3,7294500
1379,1,1,24,2,9.2,8506500
2613,2,4,18,1,7.4,13605500
2540,2,3,10,3,5.5,13090000
2364,5,3,9,2,5.8,13944000
1040,2,4,6,3,7.9,9300000
2065,6,3,14,0,9.0,14027500
3341,3,4,20,0,7.0,16193500
1968,3,4,1,0,7.1,12378000
3404,3,4,20,0,8.5,17014000
1589,2,5,14,0,8.8,10881500
3253,6,3,18,1,9.4,18345500
3026,1,4,2,2,6.8,15311000
1579,1,4,10,2,8.9,10686500
1206,3,3,8,0,8.3,9541000
3986,6,4,21,2,7.9,20661000
1176,3,1,23,0,5.6,7006000
2587,4,5,8,1,5.4,14514500
1197,5,4,9,3,9.5,11839500
2421,5,2,9,1,8.7,14803500
3754,4,4,4,2,9.9,20499000
2316,5,4,13,1,6.0,13756000
920,6,4,1,0,7.0,10170000
1682,2,2,6,0,6.5,9787000
723,1,3,7,3,8.9,7740500
3383,4,4,8,2,6.8,17760500
3988,4,1,16,0,5.0,17458000
1168,5,2,6,0,5.9,9248000
1596,4,2,7,0,5.3,9956000
1551,2,2,10,2,8.8,10448500
2080,4,5,25,2,7.0,12730000
2054,4,5,9,3,8.4,14199000
1347,2,4,15,2,7.0,9364500
947,4,4,24,1,6.3,8034500
3992,6,4,11,0,9.1,21262000
842,3,4,12,2,7.6,8487000
1932,3,3,17,2,5.7,10992000
1131,2,3,20,2,8.0,8458500
2218,1,3,11,2,5.7,11293000
2460,3,3,24,3,9.6,14250000
3229,1,3,4,1,6.7,15381500
2697,2,1,9,0,8.9,13849500
915,1,3,15,2,8.0,7452500
2421,6,1,1,3,5.2,14403500
3589,5,1,6,1,6.8,17981500
738,2,4,18,3,6.1,6923000
3442,6,1,10,1,9.9,19007000
1412,5,2,19,0,7.9,10252000
2398,2,1,15,2,5.1,11383000
2014,3,4,8,3,9.5,13749000
750,4,2,16,1,9.0,8225000
3486,2,1,19,3,8.6,16591000
1149,5,4,16,2,6.1,9761500
2681,3,4,2,2,10.0,16383500
1100,5,1,8,2,8.0,9850000
2555,4,3,19,2,6.3,13812500
2944,2,1,7,2,7.0,14454000
3794,2,3,7,0,6.2,17309000
1035,2,4,11,0,6.1,7712500
3813,4,5,3,0,7.4,19655500
690,2,3,10,1,6.5,6615000
2623,2,1,11,3,5.6,12770500
3355,3,2,11,3,6.3,16412500
1207,4,1,7,2,7.0,9374500
3580,3,4,12,3,9.5,19030000
1389,3,5,9,3,8.2,11291500
1731,6,4,15,1,7.9,12868500
1439,2,5,13,1,5.5,9286500
3236,4,4,4,3,9.9,18886000
1860,2,2,12,3,7.1,10950000
2879,2,2,10,2,5.0,13576500
3183,3,1,8,0,5.8,14860500
2288,5,2,6,1,7.5,14008000
2491,4,5,18,0,9.2,14998500
2811,2,3,7,0,9.2,15068500
2246,5,2,20,0,8.3,13281000
2047,6,2,22,2,7.0,12864500
2940,6,1,25,1,8.6,15980000
2029,2,4,2,3,5.3,11921500
2450,3,1,17,0,9.8,13445000
1767,6,1,8,0,7.8,12204500
1535,5,1,4,1,6.0,10572500
3899,4,1,18,1,10.0,19246500
1295,1,1,18,2,6.4,7392500
2735,1,3,9,1,5.6,12962500
2185,4,1,11,3,6.5,12597500
3045,3,5,3,2,6.0,16307500
781,2,5,10,0,6.6,7373500
3569,1,3,25,1,6.4,15401500
1934,1,1,6,1,5.0,9469000
2511,2,2,14,2,9.3,13808500
2037,4,4,22,0,8.2,12509500
1004,3,5,17,0,5.5,7864000
1572,4,2,13,0,9.5,11252000
1371,4,2,9,0,9.8,10868500
3766,4,1,19,2,7.8,18051000
1023,3,5,4,2,9.6,10620500
2705,3,4,5,0,5.0,13917500
665,6,2,19,3,6.8,8297500
874,2,3,21,3,9.3,8229000
2296,4,5,13,1,9.7,14966000
3530,2,4,17,0,10.0,17705000
2852,5,5,19,2,5.4,15592000
1218,6,3,16,3,5.6,10203000
1967,3,4,8,2,7.7,12664500
3246,2,1,25,2,7.2,14691000
1221,4,5,19,0,7.2,9703500
2414,1,3,17,3,7.1,12439000
629,2,5,4,1,9.7,8581500
3264,4,2,14,2,6.7,16404000
663,4,5,21,3,9.6,9210500
1563,2,3,14,2,6.3,9590500
2383,6,3,7,3,9.9,16450500
1942,4,3,5,2,9.2,13527000
1672,5,1,0,1,5.1,10892000
1813,3,1,19,2,5.5,9795500
1416,1,2,8,3,5.3,8376000
2587,5,1,14,0,8.3,14474500
3088,4,5,4,1,8.0,17508000
1428,5,3,12,3,9.1,12038000
3692,5,3,13,2,8.7,19552000
3913,1,2,8,1,7.8,17715500
3375,2,1,8,0,7.3,15632500
1882,5,1,21,2,7.8,11857000
2438,5,1,14,3,7.1,14073000
1365,2,2,10,1,7.8,9197500
742,6,3,16,1,5.7,8177000
2558,2,2,3,3,6.7,13683000
1103,3,4,25,2,6.1,8150500
2384,1,1,6,0,6.7,11524000
1197,5,2,17,3,7.0,9839500
3992,6,1,24,1,7.4,19232000
2283,6,5,12,3,6.5,15090500
2321,6,4,24,1,5.6,13563500
3169,5,4,12,3,9.1,18431500
2987,3,3,8,1,6.1,15094500
3273,3,5,12,1,8.2,17335500
1768,1,2,5,2,9.6,11278000
3999,2,3,15,0,6.7,17826500
723,2,5,21,0,7.4,6940500
1398,5,1,11,1,9.8,11263000
2202,1,1,23,0,6.4,9917000
2776,1,5,20,2,9.3,14836000
3549,1,3,10,3,8.9,17481500
1734,5,2,4,2,7.0,12169000
688,5,2,9,3,9.5,9458000
977,6,5,5,0,9.4,11429500
3283,1,4,25,0,6.4,14500500
841,5,4,8,2,5.1,8683500
3697,4,4,13,1,8.7,19169500
1547,3,3,11,2,8.7,11144500
811,6,2,16,2,8.2,9318500
2452,3,1,25,3,9.6,13572000
3373,6,5,24,1,6.5,17905500
3450,2,2,16,1,8.5,16475000
1217,5,1,9,3,7.7,10289500
987,1,1,14,0,7.3,6474500
879,5,4,1,2,7.1,9966500
2551,4,4,10,1,8.0,15028500
3452,1,1,23,1,6.0,14332000
2778,6,1,0,2,5.9,15783000
1956,5,3,17,0,7.3,12316000
1060,2,4,12,2,9.1,9350000
1996,2,5,0,1,5.9,12046000
1876,5,4,2,3,8.2,14046000
2726,4,4,2,1,9.8,16761000
1513,6,1,20,2,6.6,10635500
1785,1,2,6,1,9.6,11087500
2496,2,2,13,0,6.7,12366000
2738,2,3,7,0,8.7,14613000
2992,1,2,11,2,9.5,15222000
2561,2,3,23,2,8.4,13473500
2664,6,5,16,1,9.3,16944000
3643,1,1,8,1,6.2,15830500
2789,6,3,0,1,5.0,15861500
2843,5,1,14,0,6.6,14690500
2029,4,3,0,3,7.5,13601500
2359,3,2,12,3,7.4,13316500
3910,3,1,8,2,7.6,18525000
1706,6,5,8,3,6.6,13311000
2673,5,2,21,3,9.3,15725500
2980,1,2,16,3,8.6,14770000
3394,4,1,5,2,9.2,18009000
2404,3,5,23,2,9.0,14264000
857,3,5,3,2,8.2,9529500
2643,3,3,11,0,9.4,14860500
811,4,3,1,0,8.7,9168500
3908,1,2,25,3,5.0,16128000
2629,6,2,18,1,5.7,14381500
988,4,4,4,3,9.2,10738000
2014,6,4,11,1,5.5,13099000
3132,6,4,8,2,7.1,18002000
1583,2,2,6,3,10.0,11440500
3952,4,1,19,0,6.2,17662000
1407,6,3,4,1,6.9,11584500
1136,2,4,24,3,7.9,8736000
2375,4,4,24,3,5.8,13232500
1689,3,1,16,1,7.0,9911500
2879,6,4,10,1,5.1,16016500
2053,1,3,4,2,8.0,11985500
1933,5,2,15,0,5.2,11195500
1148,6,5,25,2,6.6,10308000
2444,1,4,12,3,7.8,13374000
3094,4,1,17,0,9.4,16039000
2761,4,1,4,1,8.0,15163500
3687,3,5,7,2,7.6,18994500
890,2,2,12,3,7.4,7675000
3639,1,5,2,0,7.7,17716500
1431,3,1,17,2,7.1,9198500
2334,1,5,16,1,9.2,13249000
1983,5,1,6,1,8.9,13200500
2433,1,1,10,2,7.6,12255500
3170,5,3,14,2,10.0,18195000
2917,1,2,5,3,9.8,15579500
1286,2,5,22,3,6.8,9221000
3317,3,3,17,3,9.2,17439500
1833,2,5,10,1,9.2,12295500
3028,3,4,8,3,7.7,16578000
3261,5,1,10,2,9.5,17913500
2822,1,3,9,3,7.5,14427000
1561,5,4,14,0,6.0,10863500
2250,6,1,4,0,6.2,13455000
956,2,2,21,1,9.7,7976000
2873,1,4,5,3,7.0,14905500
2155,4,5,12,3,6.9,13802500
2531,5,5,4,0,7.7,15738500
1425,6,3,24,0,9.3,11407500
3053,4,4,23,2,8.0,16335500
2970,4,1,24,3,5.1,14135000
1988,2,2,17,3,9.7,12188000
1097,6,1,6,0,8.8,10359500
1799,1,4,3,3,8.4,11806500
3260,4,1,0,3,9.7,18190000
2514,6,5,6,2,6.8,16119000
926,4,3,9,2,6.3,8611000
2561,4,2,2,2,5.8,14183500
3370,1,5,11,3,9.8,17765000
1393,1,4,7,0,6.4,8785500
620,4,4,14,2,9.5,8870000
1735,2,2,5,3,9.8,11942500
1126,5,1,1,1,8.1,10131000
1824,2,5,19,2,8.6,11774000
2591,6,1,19,1,8.3,14938500
3702,3,1,17,0,8.3,17227000
3889,5,5,16,2,5.9,19571500
3672,4,2,4,1,9.9,19412000
1200,1,3,22,2,6.7,7580000
1252,1,1,9,3,6.5,7932000
810,6,4,8,0,5.3,8755000
3004,4,2,22,2,6.2,14894000
3758,2,1,22,3,8.9,17513000
3864,1,5,19,1,10.0,18774000
770,3,1,5,3,9.2,8525000
3711,3,3,17,1,9.8,18658500
860,6,3,20,1,5.6,8350000
991,3,4,17,3,7.0,8718500
630,3,4,10,3,6.5,7605000
1256,6,3,4,1,5.7,10576000
1101,4,2,13,0,7.7,8883500
3036,4,3,11,2,7.8,16496000
1625,2,2,24,3,9.8,10607500
730,1,3,2,0,5.8,6175000
1401,5,1,22,1,8.3,10123500
3634,2,4,22,0,9.2,17499000
2336,3,1,12,0,8.3,12696000
3428,2,2,6,0,5.4,15458000
3101,6,1,23,2,9.6,17243500
795,5,5,22,2,6.9,8842500
2627,3,5,3,3,5.3,14764500
2640,1,5,0,2,6.6,14280000
3959,5,5,5,0,6.6,20246500
680,5,5,13,0,5.5,7930000
3574,3,3,6,2,8.8,18529000
2523,2,1,6,1,7.4,12990500
1729,1,5,21,2,6.8,10121500
876,3,3,3,0,6.1,7756000
1235,4,2,8,2,7.1,9762500
3366,6,1,17,3,8.2,18111000
1222,1,2,20,1,8.9,8137000
944,5,2,25,2,8.5,8954000
2282,4,3,8,0,6.8,13207000
2827,3,4,22,3,7.5,15094500
840,6,2,24,2,5.4,7900000
1024,6,1,19,1,7.9,9294000
2717,2,5,13,3,5.1,13999500
1592,4,4,13,0,7.6,11162000
1484,1,2,7,3,7.4,9504000
3405,6,1,16,0,9.0,18017500
2416,4,3,23,3,8.4,14166000
1447,3,1,23,2,9.2,9794500
3809,6,3,15,0,8.9,20041500
1452,5,2,1,1,7.7,11412000
2204,5,1,4,1,6.2,12994000
3778,2,1,3,3,6.1,17413000
3371,3,5,25,1,9.6,17588500
3916,3,5,12,0,7.1,18946000
2780,3,5,12,3,8.7,16210000
1678,2,5,24,2,5.9,9933000
